case_id,model,mode,raw_file,quote_index,quote,current_supported,strict_supported,classification_changed,source_context
case_007,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_007.json,2,Deployment Plan: Feature flag gradual rollout: 5% of pods -> 25% -> 100% over 3 days.,1,1,0,ogs ship to elasticsearch via fluentd. current storage: 2tb/day at 1% sampling. deployment plan: feature flag gradual rollout: 5% of pods -> 25% -> 100% over 3 days. rollback plan: [not provided] observability evidence: log volume dashboard: gra
case_007,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_007.json,3,"Owner / On-Call: observability-team, Slack: @obs-oncall, PagerDuty rotation: obs-primary",1,1,0,"lume. fluentd pipeline metrics in cloudwatch. alerting evidence: [not provided] owner / on-call: observability-team, slack: @obs-oncall, pagerduty rotation: obs-primary slo / reliability impact: [not provided] blast radius: search-service only, 12 "
case_007,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_007.json,4,Validation Evidence: Tested in staging with 10% sampling for 24h. No Fluentd backpressure. ES ingestion stable.,1,1,0," impact: [not provided] blast radius: search-service only, 12 pods across 2 azs validation evidence: tested in staging with 10% sampling for 24h. no fluentd backpressure. es ingestion stable."
case_008,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_008.json,1,Observability Evidence: CloudWatch SQS metrics dashboard: console.aws.amazon.com/cloudwatch/dashboard/notifications-queue,1,1,0, and restart workers. rollback plan: set concurrency back to 5 if issues arise. observability evidence: cloudwatch sqs metrics dashboard: console.aws.amazon.com/cloudwatch/dashboard/notifications-queue alerting evidence: [not provided] owner / on-call: [not provided] slo / reliabi
case_009,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_009.json,1,Payment success rate dashboard: grafana.internal/d/checkout-payments. Stripe webhook latency panel available.,1,1,0,"ct, no deployment needed. rollback plan: [not provided] observability evidence: payment success rate dashboard: grafana.internal/d/checkout-payments. stripe webhook latency panel available. alerting evidence: alert: payment_failure_rate > 2% for 5min triggers pagerduty"
case_009,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_009.json,2,Alert: payment_failure_rate > 2% for 5min triggers PagerDuty. Alert: checkout_latency_p99 > 3s.,1,1,0,d/checkout-payments. stripe webhook latency panel available. alerting evidence: alert: payment_failure_rate > 2% for 5min triggers pagerduty. alert: checkout_latency_p99 > 3s. owner / on-call: [not provided] slo / reliability impact: [not provided] blast
case_009,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_009.json,3,Enable new payment flow (Stripe v2 integration) for 100% of users via feature flag. Previously tested at 5% for 1 week.,1,1,0,"change summary: enable new payment flow (stripe v2 integration) for 100% of users via feature flag. previously tested at 5% for 1 week. diff / config: --- a/flags/payments.yaml +++ b/flags/payments.yaml @@ -1,5 +1,5"
case_009,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_009.json,4,5% rollout showed 0.1% higher failure rate than v1.,1,1,0,"m daily gmv. new payment flow uses stripe v2 api with different error handling. 5% rollout showed 0.1% higher failure rate than v1. deployment plan: update feature flag config to 100%. immediate effect, no deplo"
case_009,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_009.json,5,Previously tested at 5% for 1 week.,1,1,0,"le new payment flow (stripe v2 integration) for 100% of users via feature flag. previously tested at 5% for 1 week. diff / config: --- a/flags/payments.yaml +++ b/flags/payments.yaml @@ -1,5 +1,5"
case_010,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_010.json,1,"Grafana dashboard: grafana.internal/d/catalog-svc-perf (panels: pod count, CPU utilization, p99 latency, error rate, HPA scaling events). CloudWatch Container Insights enabled for EKS cluster. HPA events visible in kubectl describe hpa.",1,1,0,"production' which reverts to static replica count of 6. observability evidence: grafana dashboard: grafana.internal/d/catalog-svc-perf (panels: pod count, cpu utilization, p99 latency, error rate, hpa scaling events). cloudwatch container insights enabled for eks cluster. hpa events visible in kubectl describe hpa. alerting evidence: existing alerts: catalog_p99_latency > 500ms (warning) and >"
case_010,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_010.json,2,Existing alerts: catalog_p99_latency > 500ms (warning) and > 800ms (critical) via PagerDuty. New alert added: catalog_hpa_at_max_replicas fires if HPA reaches maxReplicas for >10min. Pod OOMKill alert unchanged.,1,1,0,for eks cluster. hpa events visible in kubectl describe hpa. alerting evidence: existing alerts: catalog_p99_latency > 500ms (warning) and > 800ms (critical) via pagerduty. new alert added: catalog_hpa_at_max_replicas fires if hpa reaches maxreplicas for >10min. pod oomkill alert unchanged. owner / on-call: owner: platform-engineering team. on-call: @platform-oncall pa
case_010,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_010.json,3,Phased rollout: (1) Apply HPA to staging and run 2-hour load test simulating 3x traffic. (2) Apply HPA to prod cluster with minReplicas=4 matching current baseline during low-traffic window (Tuesday 2am UTC). (3) Monitor for 48 hours before next sale event.,1,1,0,"led to 12 pods for sales events. 8k rpm average, 25k rpm peak. deployment plan: phased rollout: (1) apply hpa to staging and run 2-hour load test simulating 3x traffic. (2) apply hpa to prod cluster with minreplicas=4 matching current baseline during low-traffic window (tuesday 2am utc). (3) monitor for 48 hours before next sale event. rollback plan: rollback trigger: if p99 latency exceeds 800ms for 3 consecutive"
case_010,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_010.json,4,"Rollback trigger: if p99 latency exceeds 800ms for 3 consecutive minutes or error rate exceeds 0.5% for 2 minutes, delete the HPA resource via 'kubectl delete hpa catalog-service-hpa -n production' which reverts to static replica count of 6.",1,1,0,"esday 2am utc). (3) monitor for 48 hours before next sale event. rollback plan: rollback trigger: if p99 latency exceeds 800ms for 3 consecutive minutes or error rate exceeds 0.5% for 2 minutes, delete the hpa resource via 'kubectl delete hpa catalog-service-hpa -n production' which reverts to static replica count of 6. observability evidence: grafana dashboard: grafana.internal/d/catalog-svc-perf "
case_010,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_010.json,5,Owner: platform-engineering team. On-call: @platform-oncall PagerDuty rotation (primary + secondary). Escalation: platform-lead -> VP Engineering. Change author: Priya Mehta (platform-eng).,1,1,0,"a reaches maxreplicas for >10min. pod oomkill alert unchanged. owner / on-call: owner: platform-engineering team. on-call: @platform-oncall pagerduty rotation (primary + secondary). escalation: platform-lead -> vp engineering. change author: priya mehta (platform-eng). slo / reliability impact: catalog-service slo: 99.9% availability, p99 < 400ms."
case_010,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_010.json,6,"catalog-service SLO: 99.9% availability, p99 < 400ms. This change should improve SLO compliance during peak by auto-scaling. Risk: if HPA thrashes (rapid scale up/down), brief latency spikes possible. Error budget consumption: currently 12% used this quarter, acceptable risk.",1,1,0,"gineering. change author: priya mehta (platform-eng). slo / reliability impact: catalog-service slo: 99.9% availability, p99 < 400ms. this change should improve slo compliance during peak by auto-scaling. risk: if hpa thrashes (rapid scale up/down), brief latency spikes possible. error budget consumption: currently 12% used this quarter, acceptable risk. blast radius: catalog-service only (no downstream dependencies affected by repl"
case_010,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_010.json,7,Load test in staging: simulated 30k RPM (3x peak) for 2 hours. HPA scaled from 4 to 11 replicas. p99 remained < 350ms. Scale-down took 5min after load drop. No OOMKills. kubectl diff confirms only HPA resource added.,1,1,0,ning. maximum 16 replicas bounded to prevent runaway cost. validation evidence: load test in staging: simulated 30k rpm (3x peak) for 2 hours. hpa scaled from 4 to 11 replicas. p99 remained < 350ms. scale-down took 5min after load drop. no oomkills. kubectl diff confirms only hpa resource added.
case_011,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_011.json,1,"Grafana dashboard: grafana.internal/d/search-ranking-experiment (panels: CTR by cohort, bounce rate, p99 latency by flag variant, error rate). LaunchDarkly experimentation metrics tracked. Segment-level analytics in Amplitude for A/B comparison.",1,1,0,"ollout 25'. kill switch disables instantly if critical. observability evidence: grafana dashboard: grafana.internal/d/search-ranking-experiment (panels: ctr by cohort, bounce rate, p99 latency by flag variant, error rate). launchdarkly experimentation metrics tracked. segment-level analytics in amplitude for a/b comparison. alerting evidence: alerts: search_error_rate > 1% for 3min (pagerduty critical)"
case_011,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_011.json,2,Alerts: search_error_rate > 1% for 3min (PagerDuty critical). search_p99_latency > 200ms for 5min (PagerDuty warning). search_ctr_drop > 5% relative over 1hr (Slack #search-alerts). All alerts have been active during 25% rollout with zero firings.,1,1,0,ed. segment-level analytics in amplitude for a/b comparison. alerting evidence: alerts: search_error_rate > 1% for 3min (pagerduty critical). search_p99_latency > 200ms for 5min (pagerduty warning). search_ctr_drop > 5% relative over 1hr (slack #search-alerts). all alerts have been active during 25% rollout with zero firings. owner / on-call: owner: search-team. on-call: @search-oncall rotation (3 engine
case_011,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_011.json,3,"Staged rollout: 5% (done, 7 days) -> 25% (done, 14 days) -> 75% (this change, planned 7 days) -> 100%. Flag change is instant via config push. No deployment needed.",1,1,0," click-through rate, -1.1% bounce rate, no latency regression. deployment plan: staged rollout: 5% (done, 7 days) -> 25% (done, 14 days) -> 75% (this change, planned 7 days) -> 100%. flag change is instant via config push. no deployment needed. rollback plan: rollback trigger: if search_ctr drops >5% relative or p99 latenc"
case_011,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_011.json,4,Rollback trigger: if search_ctr drops >5% relative or p99 latency exceeds 200ms for 5 minutes. Rollback action: set rollout_percentage back to 25 via LaunchDarkly UI or CLI 'ld flag update new_search_ranking --rollout 25'. Kill switch disables instantly if critical.,1,1,0,%. flag change is instant via config push. no deployment needed. rollback plan: rollback trigger: if search_ctr drops >5% relative or p99 latency exceeds 200ms for 5 minutes. rollback action: set rollout_percentage back to 25 via launchdarkly ui or cli 'ld flag update new_search_ranking --rollout 25'. kill switch disables instantly if critical. observability evidence: grafana dashboard: grafana.internal/d/search-ranking-ex
case_011,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_011.json,5,Owner: search-team. On-call: @search-oncall rotation (3 engineers). Escalation: search-lead (Maria Chen) -> Engineering Director. Product owner: Alex Kim (approved 75% stage).,1,1,0," alerts have been active during 25% rollout with zero firings. owner / on-call: owner: search-team. on-call: @search-oncall rotation (3 engineers). escalation: search-lead (maria chen) -> engineering director. product owner: alex kim (approved 75% stage). slo / reliability impact: search-service slo: 99.95% availability, p99 < 150ms."
case_011,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_011.json,6,"search-service SLO: 99.95% availability, p99 < 150ms. At 25% rollout over 14 days: SLO maintained with 0 violations. Error budget: 85% remaining. Projected impact at 75%: no SLO risk based on 25% performance data.",1,1,0,"rector. product owner: alex kim (approved 75% stage). slo / reliability impact: search-service slo: 99.95% availability, p99 < 150ms. at 25% rollout over 14 days: slo maintained with 0 violations. error budget: 85% remaining. projected impact at 75%: no slo risk based on 25% performance data. blast radius: search-service only. flag is client-side evaluated so backend beh"
case_011,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_011.json,7,14-day A/B test at 25% with statistical significance (p<0.01) on CTR improvement. Load tested search-service at full traffic with new ranking: no latency difference. Integration tests pass with both flag states. Manual QA on 50 representative queries confirmed relevance improvement.,1,1,0,verts in <30s via kill switch). no cascading failure risk. validation evidence: 14-day a/b test at 25% with statistical significance (p<0.01) on ctr improvement. load tested search-service at full traffic with new ranking: no latency difference. integration tests pass with both flag states. manual qa on 50 representative queries confirmed relevance improvement.
case_012,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_012.json,1,"CloudFront real-time metrics in CloudWatch: requests, error rate, cache hit ratio, origin latency. Grafana dashboard: grafana.internal/d/storefront-cdn (panels: CDN hit ratio, origin bandwidth, p50/p95/p99 latency by edge location). S3 access logs enabled for origin request auditing.",1,1,0,"te allows 'terraform apply' with distribution disabled. observability evidence: cloudfront real-time metrics in cloudwatch: requests, error rate, cache hit ratio, origin latency. grafana dashboard: grafana.internal/d/storefront-cdn (panels: cdn hit ratio, origin bandwidth, p50/p95/p99 latency by edge location). s3 access logs enabled for origin request auditing. alerting evidence: new alerts added: cloudfront_5xx_rate > 1% for 5min (pagerdu"
case_012,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_012.json,2,"New alerts added: cloudfront_5xx_rate > 1% for 5min (PagerDuty critical), cloudfront_origin_latency > 2s for 5min (PagerDuty warning), cache_hit_ratio < 50% for 30min (Slack #cdn-alerts). Existing storefront availability alert unchanged.",1,1,0,"cation). s3 access logs enabled for origin request auditing. alerting evidence: new alerts added: cloudfront_5xx_rate > 1% for 5min (pagerduty critical), cloudfront_origin_latency > 2s for 5min (pagerduty warning), cache_hit_ratio < 50% for 30min (slack #cdn-alerts). existing storefront availability alert unchanged. owner / on-call: owner: frontend-infrastructure team. on-call: @frontend-infra-"
case_012,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_012.json,3,"Phased: (1) Deploy CloudFront distribution with DNS pointing to CF but weight=0 in Route53 weighted record set. (2) Shift 10% traffic to CDN for 24h monitoring. (3) Shift to 100% after validation. Current step: deploying CF resource (weight=0, no traffic until step 2).",1,1,0,"cdn to reduce latency for global customers and offload origin. deployment plan: phased: (1) deploy cloudfront distribution with dns pointing to cf but weight=0 in route53 weighted record set. (2) shift 10% traffic to cdn for 24h monitoring. (3) shift to 100% after validation. current step: deploying cf resource (weight=0, no traffic until step 2). rollback plan: rollback trigger: if origin error rate > 1% or cdn cache-miss ra"
case_012,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_012.json,4,"Rollback trigger: if origin error rate > 1% or CDN cache-miss rate > 80% sustained for 10min during traffic shift. Rollback action: set Route53 weighted record to weight=0 for CloudFront (TTL=300, propagates in 5min). If CloudFront itself is unhealthy, delete CNAME record. Terraform state allows 'terraform apply' with distribution disabled.",1,1,0,"step: deploying cf resource (weight=0, no traffic until step 2). rollback plan: rollback trigger: if origin error rate > 1% or cdn cache-miss rate > 80% sustained for 10min during traffic shift. rollback action: set route53 weighted record to weight=0 for cloudfront (ttl=300, propagates in 5min). if cloudfront itself is unhealthy, delete cname record. terraform state allows 'terraform apply' with distribution disabled. observability evidence: cloudfront real-time metrics in cloudwatch: requests, e"
case_012,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_012.json,5,Owner: frontend-infrastructure team. On-call: @frontend-infra-oncall PagerDuty rotation. Escalation: infra-lead (David Park) -> VP Platform. Change author: Sam Torres (frontend-infra). DNS changes reviewed by network-team.,1,1,0,"cdn-alerts). existing storefront availability alert unchanged. owner / on-call: owner: frontend-infrastructure team. on-call: @frontend-infra-oncall pagerduty rotation. escalation: infra-lead (david park) -> vp platform. change author: sam torres (frontend-infra). dns changes reviewed by network-team. slo / reliability impact: storefront-service slo: 99.9% availability, lcp < 2.5"
case_012,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_012.json,6,"storefront-service SLO: 99.9% availability, LCP < 2.5s. CDN expected to improve LCP by 30-50% for non-US users. Risk: cache misconfiguration could serve stale assets (mitigated by 1h TTL and instant invalidation capability). No error budget risk—additive improvement.",1,1,0,"rontend-infra). dns changes reviewed by network-team. slo / reliability impact: storefront-service slo: 99.9% availability, lcp < 2.5s. cdn expected to improve lcp by 30-50% for non-us users. risk: cache misconfiguration could serve stale assets (mitigated by 1h ttl and instant invalidation capability). no error budget risk—additive improvement. blast radius: static assets only (images, js, css). dynamic api requests unaffe"
case_012,openai/gpt-5.5,m2_evidence_grounded,gpt-5.5_m2_evidence_grounded_case_012.json,7,"Terraform plan reviewed: only creates new resources, no modifications to existing. ACM certificate validated (DNS validation complete). Staging environment CDN tested for 7 days with synthetic traffic: 94% cache hit ratio, p99 latency 45ms (vs 180ms origin). curl tests confirm HTTPS, headers, and cache behavior correct.",1,1,0,"failure falls through to origin s3 bucket (existing path). validation evidence: terraform plan reviewed: only creates new resources, no modifications to existing. acm certificate validated (dns validation complete). staging environment cdn tested for 7 days with synthetic traffic: 94% cache hit ratio, p99 latency 45ms (vs 180ms origin). curl tests confirm https, headers, and cache behavior correct."
case_001,x-ai/grok-4.3,m0_freeform,grok-4.3_m0_freeform_case_001.json,1,[not provided],0,1,1,after migration completes. feature flag guards new column usage. rollback plan: [not provided] observability evidence: pg_stat_activity monitored during migration. slow-query
case_012,x-ai/grok-4.3,m0_freeform,grok-4.3_m0_freeform_case_012.json,1,PriceClass_100,0,0,0,NO CONTIGUOUS MATCH IN SUPPLIED BUNDLE
case_012,x-ai/grok-4.3,m0_freeform,grok-4.3_m0_freeform_case_012.json,2,TLSv1.2_2021,0,0,0,NO CONTIGUOUS MATCH IN SUPPLIED BUNDLE
case_001,x-ai/grok-4.3,m1_checklist,grok-4.3_m1_checklist_case_001.json,1,should be fine,1,1,0," #order-oncall slack channel, @jsmith primary on-call slo / reliability impact: should be fine blast radius: [not provided] validation evidence: migration tested on staging ("
case_001,x-ai/grok-4.3,m1_checklist,grok-4.3_m1_checklist_case_001.json,2,should be fine,1,1,0," #order-oncall slack channel, @jsmith primary on-call slo / reliability impact: should be fine blast radius: [not provided] validation evidence: migration tested on staging ("
case_002,x-ai/grok-4.3,m1_checklist,grok-4.3_m1_checklist_case_002.json,1,can revert config,1,1,0, all auth-service instances simultaneously via configmap update. rollback plan: can revert config observability evidence: we have datadog for monitoring. alerting evidence: [not
case_003,x-ai/grok-4.3,m1_checklist,grok-4.3_m1_checklist_case_003.json,1,none expected,0,0,0,NO CONTIGUOUS MATCH IN SUPPLIED BUNDLE
case_004,x-ai/grok-4.3,m1_checklist,grok-4.3_m1_checklist_case_004.json,1,terraform apply,1,1,0,. processes ~$2.1m transactions/day. current cpu peaks at 89%. deployment plan: terraform apply rollback plan: can downgrade observability evidence: cloudwatch rds dashboard:
case_004,x-ai/grok-4.3,m1_checklist,grok-4.3_m1_checklist_case_004.json,2,can downgrade,1,1,0,/day. current cpu peaks at 89%. deployment plan: terraform apply rollback plan: can downgrade observability evidence: cloudwatch rds dashboard: console.aws.amazon.com/cloudw
case_008,x-ai/grok-4.3,m1_checklist,grok-4.3_m1_checklist_case_008.json,1,set back to 5 if issues arise,0,0,0,NO CONTIGUOUS MATCH IN SUPPLIED BUNDLE
case_001,x-ai/grok-4.3,m2_evidence_grounded,grok-4.3_m2_evidence_grounded_case_001.json,1,pg_stat_activity monitored during migration. Slow-query dashboard: grafana.internal/d/pg-slow-queries,1,1,0," guards new column usage. rollback plan: [not provided] observability evidence: pg_stat_activity monitored during migration. slow-query dashboard: grafana.internal/d/pg-slow-queries alerting evidence: [not provided] owner / on-call: order-team, #order-oncall sl"
case_001,x-ai/grok-4.3,m2_evidence_grounded,grok-4.3_m2_evidence_grounded_case_001.json,2,Run migration during low-traffic window (3-5am UTC). Application code deployed after migration completes. Feature flag guards new column usage.,1,1,0,", ~50k orders/day, peak traffic 2-4pm utc. table has 18m rows. deployment plan: run migration during low-traffic window (3-5am utc). application code deployed after migration completes. feature flag guards new column usage. rollback plan: [not provided] observability evidence: pg_stat_activity monitore"
case_001,x-ai/grok-4.3,m2_evidence_grounded,grok-4.3_m2_evidence_grounded_case_001.json,3,"order-team, #order-oncall Slack channel, @jsmith primary on-call",1,1,0,"a.internal/d/pg-slow-queries alerting evidence: [not provided] owner / on-call: order-team, #order-oncall slack channel, @jsmith primary on-call slo / reliability impact: should be fine blast radius: [not provided] validatio"
case_001,x-ai/grok-4.3,m2_evidence_grounded,grok-4.3_m2_evidence_grounded_case_001.json,4,should be fine,1,1,0," #order-oncall slack channel, @jsmith primary on-call slo / reliability impact: should be fine blast radius: [not provided] validation evidence: migration tested on staging ("
